Hotel Santika Premiere Slipi Jakarta;ChIJX-_fmL32aS4R1s7lGt-UI64
Hotel Senen Indah;ChIJ4fkdeMf1aS4R7Oz8W8V8MMk
Hotel Surya Baru;ChIJqcZ8roT2aS4RVTC8mCrOrkg
Hotel Surya Jakarta;ChIJIb5nlNv1aS4RCQdpmmqy5U0
Hotel Zia Shiro I Shika;ChIJGVcHgo0dai4RQ1HBLTj8hGE
House of Arsonia - Arsonia Orchid;ChIJ3dINbKD3aS4RoKC5Z4BUt9w
House of Arsonia Flamboyant;ChIJVbAu3ZX3aS4RZs0JZ-zVTdw
House of Arsonia Tondano;ChIJt-OVbqX2aS4RDQsrN28v2NA
House Of Arsonia Tulip;ChIJt-OVbqX2aS4RDQsrN28v2NA
Ibis Budget Daan Mogot;ChIJtYRuQkv2aS4R4ANPUKO-0H8
Ibis Budget Jakarta Cikini (Formule 1 Cikini);ChIJQ-JVKj_0aS4RlXb6qD3x_ug
Ibis Budget Jakarta Menteng (Ex. Formule 1 Menteng);ChIJB-F0qCL0aS4RxqXDZK2vuII
Ibis Budget Jakarta Tanah Abang;ChIJCdVANyv3aS4RmOOMzczsjb4
Ibis Jakarta Arcadia;ChIJUQ5rX536aS4R7rIUFU7hZcc
Ibis Jakarta Cawang;ChIJkQK8jQXzaS4RRCitYT_eAos
Ibis Jakarta Senen;ChIJMVtoykn0aS4Roo5R4U6rRl4
Ibis Kemayoran;ChIJCeFfG2f1aS4RzOJ-awhKgng
Ibis Mangga Dua;ChIJHRzdG_f1aS4RdL-Wb7tQarM
Ibis Slipi;ChIJfWQeZr72aS4RLb2n-Lhu-RM
Ibis Styles Jakarta Mangga Dua;ChIJHRzdG_f1aS4RdL-Wb7tQarM
Ibis Styles Jakarta Sunter;ChIJCeFfG2f1aS4RzOJ-awhKgng
Ibis Tamarin;ChIJUQ5rX536aS4Rk_46dytn0Hg
Illigals Hotel & Club;ChIJx0Edw-H1aS4RMlviwucIuNs
InterContinental Jakarta Pondok Indah;ChIJ8Z0W0cjxaS4Rd2yFSn-wvpI
Intercontinental MidPlaza;ChIJ8Z0W0cjxaS4Rd2yFSn-wvpI
Jakarta Airport (Ex. Quality Airport);ChIJ59tQrxP1aS4RrncAkxz7qdw
Jakarta Madrix;ChIJnUvjRenzaS4RoobX2g-_cVM
Jambuluwuk Thamrin Hotel;ChIJfyaNMCv1aS4RgYfaOJOmSsA
Jayakarta Hotel & Spa;ChIJn2Eddgr2aS4Rebie-o30yHc
Joe Hotel;ChIJZR2DpQIDai4RtDeD3qD7CzI
Josephine Guest House;ChIJpxvOom_xaS4ROur63NNDVDQ
JS Luwansa Hotel;ChIJdYbQJ_HzaS4R1GHAunaSoyk
Juno Wahid Hasyim;ChIJW5hmUJ32aS4R_Iyp5WRwpKs
JW Marriott Jakarta;ChIJS55hVe7zaS4RYKQK6V6UnCs
Kantos Guest House;ChIJK5zPmH32aS4Rng_C6sLZvNU
Kchrysant Hotel;ChIJKx0uEayKaS4RNhjtP6_DemE
Kemang Icon by Alila;ChIJ5zkHVn7xaS4Rc5y8DqXX2w4
Keraton at The Plaza;ChIJ3yvfMSH0aS4RCQsPU7EAc2s
Kosenda Hotel;ChIJ_7gAJSb0aS4Rc_j-2mjev68
Kristal Hotel;ChIJx_9gccHxaS4R0zKm9k-9xgc
Kuretakeso Kemang Hotel;ChIJh9vi4p7xaS4RFp5URkf46pQ
Kyriad Fatmawati Jakarta;ChIJ__-_tJ_xaS4R9e4O5vhfzS8
Kyriad Metro Cipulir;ChIJv_OxKuXxaS4RYbF6qlgs-Vg
Lautze Indah Hotel;ChIJ9bxpIML1aS4RQ3jDB32wCbI
Lavenue Apartment Pancoran;ChIJhf95lLrzaS4RunZthUydNVg
Le Grandeur Mangga Dua;ChIJJTfc6_j1aS4RSPTBULamm5Q
Le Green Hotel & Suites Kuningan;ChIJG2FuAgX0aS4R6Q50ePDgtmk
Le Green Penjernihan;ChIJKxXlrqX2aS4RwCmRlZ9KlUs
Le Green Poso;ChIJyeVqx6_2aS4Rp5KmEsxKSHc
Le Green Suite Gatot Subroto;ChIJpbFrOp33aS4RES6HHQJDJ1Y
Le Green Suite Pejompongan;ChIJCxGh9Ur3aS4RhP5zdh1IN3I
Le Green Suite Senayan;ChIJ1-RmM7v2aS4RubGQaA7R51I
Le Green Suite Setiabudi;ChIJ5YWHswT0aS4RiQqSpbQJ56k
Le Green Suite Supomo;ChIJ3TYl8JTzaS4RLC7BSJ0mgrE
Le Green Suite Tebet;ChIJyRVUVZrzaS4RAgXyA2biPFE
Le Green Suite Tondano;ChIJCxGh9Ur3aS4RhP5zdh1IN3I
Le Meridien Jakarta;ChIJoWDK7gH0aS4RrDG-LVhF61U
LeGreen Hotel & Suites Kuningan;ChIJG2FuAgX0aS4R6Q50ePDgtmk
LeGreen Suite Gatot Subroto;ChIJpbFrOp33aS4RES6HHQJDJ1Y
LeGreen Suite Kuningan;ChIJG2FuAgX0aS4R6Q50ePDgtmk
LeGreen Suite Penjernihan;ChIJKxXlrqX2aS4RwCmRlZ9KlUs
LeGreen Suite Senayan;ChIJ1-RmM7v2aS4RubGQaA7R51I
LeGreen Suite Supomo;ChIJ3TYl8JTzaS4RLC7BSJ0mgrE
LeGreen Suite Tondano;ChIJCxGh9Ur3aS4RhP5zdh1IN3I
Liberta Hotel Kemang;ChIJqfJbZK3taS4RkRqZaOUt5UA
Liberta Hub Blok M Jakarta;ChIJSetzOmnxaS4R8qxlPDVDwTw
Liberty Hotel Thamrin;ChIJt9YL6B70aS4R8ZoqCtT2Jxw
LITEROOMS KEBAGUSAN CITY;ChIJdRTrV_LtaS4R0II0EVbDMHg
Little Amaroossa Residence;ChIJSYfCbZPxaS4ROyVOU62T4FY
Losari Blok M;ChIJX7mzA_zwaS4Ry5QyI6s09LM
Losari Blok M 2;ChIJX7mzA_zwaS4Ry5QyI6s09LM
Losari Roxy Hotel;ChIJ42jGjXD2aS4R46H5b7Jw2ac
Luminor Hotel Jakarta Kota;ChIJDwVQhOP1aS4RmrN-oB7acEo
Luminor Pecenongan Jakarta;ChIJV6XNXtr1aS4RiQsOFG7YGiM
Lumire Hotel & Convention Center;ChIJY5LKUTX0aS4RZyZYm1S6SUk
Lynt Hotel Jakarta;ChIJOfxWMnr2aS4RWKICHfN_ueE
M Hotel;ChIJhxVwG2zxaS4RlNk48Crvjnw
M Hotel Jakarta;ChIJhxVwG2zxaS4RlNk48Crvjnw
M Hotel Jakarta;ChIJhxVwG2zxaS4RlNk48Crvjnw
M Residence Menteng;ChIJ0R9uVRL0aS4Rya8szApuIrk
Magnolia Hotel;ChIJZ4d9yeb1aS4R8tih3NHNPQ0
Magnolia Jakarta;ChIJ24Osf9DwaS4RHATLULoPEV0
Mandarin Oriental Jakarta;ChIJL_5K9CH0aS4RF02SDuS482o
Manggis Inn;ChIJbcJNgST3aS4RVTlxaHkqsD8
Manhattan Hotel;ChIJxWn4XPDzaS4Ry0ZpgPIx_VQ
Mansion 28 at Dharmawangsa;ChIJoSJW6HXxaS4Rp1vovhCD6bQ
Maple Hotel;ChIJKQFUYEX2aS4RBNcojEvRG9c
Marina Ancol Apartement;ChIJS0pzOwQeai4RTYbqagy5kP4
Maven at Cilandak;ChIJsasZrC3yaS4RQZUL341qwfs
Maven Buncit Hotel;ChIJZ2C4HQD0aS4RSUy4VWj8Rus
Maven Fatmawati Hotel;ChIJr1xYbpnxaS4ReRXbqdAthFM
Maven Gloria Suites;ChIJFWiIb2j2aS4RPRLcMEH9s5U
MAVEN Gunung Sahari;ChIJAwcbgcr1aS4RlLT8db5x4NA
Maven Moi Suites;ChIJj6Hav0H1aS4R-6RB_hvcURg
MaxOne Glodok Jakarta;ChIJe20i-Qb2aS4RxL8ZBFaiqR4
Maxone Hotel Kramat Jakarta;ChIJDxizp0j0aS4RmNmjT9QY6TU
MaxOne Platinum Hayam Wuruk;ChIJ9Rbcszr0aS4RHG28am1wddY
MaxOne Sabang;ChIJIyhjJC_0aS4Rx9vVrQ8IBcQ
MaxOneHotels.com @ Pemuda;ChIJK4ptWOz0aS4R1SR0d24NZrU
Mega Anggrek Hotel and Convention;ChIJNXBVs_z2aS4RiAD1wqjm5QI
Mega Matra Hotel;ChIJP0BmpHz0aS4RFWRfHrceDrE
Mega Proklamasi;ChIJUbLJfGz0aS4R0s75lH38K4Y
Menteng 1;ChIJl9-_Xjn0aS4Rl8juUnqdU1g
Menteng Park Exclusive Emerald Tower;ChIJZ6UEY0f1aS4RLTr_Ki7rUlY
Mercure Convention Center Ancol;ChIJoT4Z2BYeai4RbcU0UsWMgxc
Mercure Jakarta Cikini;ChIJHY0fDzn0aS4RK5PIylkoCFc
Mercure Jakarta Kota;ChIJuTeqzwn2aS4RW0L_o7vKdEc
Mercure Jakarta Sabang;ChIJ2dyvvC70aS4R0ICoUoQ3b4Q
Mercure Jakarta Simatupang;ChIJuRqQtdHxaS4RSfpDrLsBnWg
Mercure Pantai Indah Kapuk;ChIJtdUOjyQdai4RZzgJXYCEDpg
Merlynn Park Hotel Jakarta;ChIJR2Roonf2aS4RCDz06Xs-w9g
Midtown Residence Simatupang Jakarta;ChIJA43KqeXxaS4RkSuJmiLDVrY
Millennium Hotel Sirih Jakarta;ChIJA7dLFoL2aS4Rbu2LGxzIbAA
MK House SCBD;ChIJjVjmEVrxaS4RgCaVqnijDbU
Monopoli Hotel;ChIJEWM95HjxaS4RPLlBSbCTNmI
My Hotel;ChIJ-2_SdiaMQS4RkQpC1z48K0c
N1 Hotel Jakarta;ChIJx8dNG5v2aS4RJtKOkulAy6E
N2 Hotel Jakarta;ChIJLd5nSsj1aS4RuZgpnQzKlP4
N3 Hotel Jakarta;ChIJAfOhCHT2aS4RqghYDrHi07M
NAM Hotel;ChIJDzdi-pX1aS4R7_IQas0LWrU
Neo Melawai;ChIJsXnUSGzxaS4RBiTiKnJMY4w
Neo Puri Indah;ChIJpWx7y6z3aS4RfmxNLTORdFQ
Neo Tendean;ChIJocNbHGDxaS4RqvG3nKaWg6Y
New Green Bamboo Residence;ChIJkzhBjfjzaS4R9Hx905wkiDs
Nite & Day Hotel Jakarta - Roxy;ChIJU9rNmnr2aS4RvBuyx7o79Jk
Nomad Hostel Kemang;ChIJP7VyLwzxaS4R5gWPFCCXyG4
Novotel Gajah Mada;ChIJTTb3Zwj2aS4RTCvMQLUO9t0
Novotel Mangga Dua;ChIJl_9lWOn1aS4ROV1oXWWqp7g
Oak Tree Urban Mahakam;ChIJL34u6GzxaS4Rv00Pd27kLZc
