Antoni Hotel;ChIJy6PQAQr2aS4RHSKBOSRZS_s
Anugrah Transit Hotel;ChIJUwzHdO0Cai4Rvt3iC411E9Y
Apple Platinum Hotel;ChIJcVBPRyj0aS4R09YmGmzsk8o
Arcadia Horison Mangga Dua;ChIJ5Q6H7gT1aS4RsioZEDwIJSk
Arimbi Pejaten Suites;ChIJZ_YY9oDxaS4R0VtDqViEaP8
Arion Swiss-Belhotel Kemang;ChIJYWEiuVTxaS4RuDjS3An3WA4
Arnava Hotel Senen;ChIJ88M7pkn0aS4Rz_aofDkhMpw
Arnava Hotel Senen;ChIJ88M7pkn0aS4Rz_aofDkhMpw
Arosa Jakarta;ChIJPZRgIUTxaS4R8YcTisYiQfM
Arthama Hotel Wahid Hasyim Jakarta;ChIJVZ0viSf0aS4RA5l1bWJr8Bo
ARTOTEL Casa Hangtuah;ChIJGV3YKkHxaS4R5JaFIkjhCwA
Artotel Suites Mangkuluhur;ChIJ_foHy1XxaS4RVJ7L7nQJtA8
Artotel Thamrin;ChIJRSlfzCX0aS4RchFxSsiVtHs
Artotel Wahid Hasyim;ChIJYcX_eIv1aS4RozcnH1C9hpg
Asana Kawanua Jakarta formerly Aerotel Kawanua Jakarta;ChIJg6V4Gv30aS4R8B0icA6XDx0
Ascott Kuningan Jakarta;ChIJu7pWf_vzaS4R2CIODcnpLK4
Ascott Sudirman Jakarta;ChIJ0w8SZP7zaS4RT38icbD0EOA
ASHLEY HOTEL;ChIJKfVWcSX0aS4RSC7TgC2IKOw
Ashley Sabang;ChIJ7U4DX6b1aS4RugMRCHj9ZuQ
Aston At Kuningan Suites;ChIJYZNdNAX0aS4RV-SpJw5G3Bg
Aston Cengkareng Hotel;ChIJ1_TWLncdai4RkmTrgndMiDI
Aston Kartika Grogol and Conference Center;ChIJCaitxgz3aS4RBYdIKQuWDh0
ASTON Kemayoran City Hotel;ChIJuWljyL71aS4RfO0n6svviCg
Aston Marina Hotel & Residence;ChIJ4yxf8Xcfai4RNW9e7wNYMh4
Aston Pluit Hotel and Residence;ChIJVZzWMe0dai4RoCgqXW8CJ-k
Aston Priority Simatupang Hotel and Conference Center;ChIJ_fZWgR9E0i0RO4aL1fA8dyQ
Aston Rasuna;ChIJ1eipNPTzaS4RrGIWdorEvMk
ATA Hotel Kedoya;ChIJ-WpFywP3aS4RbKv_if7R2h0
Atlantic Hotel;ChIJSxcnoGrmaC4RIJCtAKQZ2KA
Avissa Suites;ChIJgeU3jf7zaS4R8AJjwl_Cujw
Ayaka Suites;ChIJO1riNfnzaS4RtK9Ta8OCiZ0
Ayer Resort and Cottages;ChIJhRpDoe_1aS4RY1bvrII2TKY
Azana Suite Hotel Antasari;ChIJt3aH8PHxaS4Rrhh8RFAR1BI
B Fashion Hotel;ChIJ7QVykPT2aS4REUm54q_Na7A
Bamboo Inn Hotel & Cafe;ChIJvaajc472aS4ReAvW5mijep4
Banian Boulevard;ChIJjR85OFn2aS4RHtjxwRbjDb8
Banyuwangi Sintera Hotel;ChIJCX3YwcT1aS4RV0nQpMJ9ais
Batavia Apartment (Apartment);ChIJWdPGNqn2aS4R52XBmg82SDk
Belvena Mangga Besar V;ChIJ6Ub_HP31aS4R0kpmp_lo3ro
Best Western Mangga Dua Hotel & Residence;ChIJq-wXm_n1aS4RJmhutwh3fQg
Best Western Plus Kemayoran Hotel;ChIJOa2VrOr1aS4RoKcYPK7gGz0
Best Western Premier The Hive;ChIJu-y7q3LzaS4RVHoqGQZZG8M
Best Western Senayan;ChIJe_xYH0bxaS4RJaber5AT3_g
Bestinn;ChIJx2zY0Nn1aS4RZt80pWNG7M4
BIG Hotel (Serela Kartini);ChIJ_aQGuxDmaC4R-irof35oIgs
Bintang Griyawisata;ChIJIW1zIEf0aS4RktyBu7_QMvQ
Blessing Residence;ChIJYZ67EAH0aS4RCC7hyUiRULA
Blue Sky Hotel Petamburan;ChIJ_95DpL32aS4RZS6aIekms3k
Blue Sky Pandurata Boutique Hotel;ChIJaVt7tUD0aS4RmD08A5gIzs8
Borobudur Jakarta;ChIJ2zV-Ccz1aS4RWwlaMym3AnM
Bumi Karsa Bidakara;ChIJs91Q2qHzaS4Rw7r4HaVWxw0
Bunga-Bunga Hotel Jakarta;ChIJN2-mZM_1aS4RRfiG5ktH4oU
Business Hotel Tomang;ChIJmaHpUGL2aS4R1afjGO3_xvI
C one Cempaka Putih;ChIJ_Q_w3wT1aS4RFLhQflz1enQ
C'ONE Hotel Plaza;ChIJo7f50_r0aS4R7VS4f18kiJw
Cabin Hotel Jakarta;ChIJnQELAmr1aS4RMnhjPantB2c
Casa Living Setiabudi;ChIJj-Kt0wT0aS4R3-GOdho_owg
Cemara Wahid Hasyim;ChIJOxe9nSX0aS4RinYIEd1aTOA
Centro City Service Apartment;ChIJwxF5xUz2aS4RUunrhzH36q4
Century Park Hotel;ChIJ_QPiK0zxaS4R9Tk5k6MUSk8
Cheers Residental Graha RSPP;ChIJGQ03OBXxaS4RoND8wAeIHVU
Chic Quarter Urban Resort;ChIJGedlBvjxaS4Rn-nVU0ly7dM
Cilandak Mansion;ChIJeyR5EFLxaS4RxkuQm8ObgIw
Cipta Hotel Jakarta;ChIJJzI1RCX0aS4RvfUbUQU_tEs
Cipta Hotel Mampang;ChIJQ7cvPLjzaS4Rz7uGnZkGbKE
Cipta Hotel Pancoran Jakarta;ChIJQ7cvPLjzaS4Rz7uGnZkGbKE
Ciputra Jakarta;ChIJk-ilBAT2aS4RxDDhJCeGm28
Citadines Rasuna Jakarta;ChIJKRccqPfzaS4R2kdvYvCHToY
Citi M Hotel;ChIJg30vEdb1aS4RBnDzYQOwpgg
City Icon Residence;ChIJKxySW-T1aS4RRsG1BXew5V4
Classic Hotel;ChIJWe0qysT1aS4RtsAth6J8RR4
Clay Smart Boutique Hotel;ChIJI_krtR70aS4RqhjpHMDvhcs
CORDELA HOTEL SENEN JAKARTA;ChIJ20ZNNUj0aS4RV5hwOXY439Q
CORDELA NORWOOD HOTEL;ChIJ9T1cfKH1aS4R7Jl9_0GsHUk
Cordex Lodan Ancol;ChIJa52B6f0dai4RHrO121R3egg
Couleur Hotel Cengkareng;ChIJLSKP7Yj3aS4RAp0KmSGjOeE
Countrywoods Residences;ChIJszAdiHP0aS4ROhdmVzPqOp4
Crowne Plaza Jakarta;ChIJvYJlgW_xaS4RI9E8SXoLU1s
D Arcici Hotel Cempaka Putih;ChIJX_FJWAT1aS4R5gBmZNbSf0U
D Arcici Hotel Sunter;ChIJX-PnCyweai4RnDAhsDCME00
D Arcici Plumpang;ChIJD5W-zpcWFAURp5VDyWG-Ylc
D cozie Hotel by Prasanthi;ChIJiRU6O2nxaS4RVa1orFKlbho
D Hotel Jakarta;ChIJiWNr7BH0aS4Rdpz6yJc_WtM
D Primahotel ITC Mangga Dua;ChIJwYAo3-_1aS4RF7Dd1NaR7TU
d Primahotel WTC Mangga Dua;ChIJBxPCGPf1aS4RUx8WosBAk94
d'primahotel Melawai;ChIJUyoROWzxaS4RpqNepLkq6A8
d'Primahotel WTC Mangga Dua;ChIJBxPCGPf1aS4RUx8WosBAk94
Dafam Express Jaksa Jakarta;ChIJ5WVBIcr1aS4RWF8WQ24SQOQ
Daily Inn Hotel;ChIJc7MZIf30aS4Rs0s0MccRDbI
De Green Inn;ChIJO5NN96r4aS4RpLx-8zzS9c8
De Rivier Hotel;ChIJXYWrE_kdai4RRmVyy4ydpfU
Dharmein Blok M;ChIJmd-09GvxaS4RIPAqs4fRa7U
Diradja Hotel;ChIJ6fW2qN_zaS4RqU848kpwwek
Discovery Hotel & Convention Ancol;ChIJPULUohoeai4RMt3JCOPbF2g
DoubleTree by Hilton Jakarta;ChIJHSO61Gr0aS4RJl0c_AEAvS0
Dragon Inn Kemayoran;ChIJ3YPZ6r71aS4R3lBN7ECoRAs
Dreamtel Jakarta Hotel;ChIJ5SGcuDr0aS4RjqBa13rjQ08
Dwijaya House;ChIJ-V_7P6fxaS4RGzPb7WOxaLU
Eightin Jakarta;ChIJ83G0g6D3aS4RYRUbWHkuh-4
éL Royale Hotel Jakarta;ChIJN3h2akf1aS4R_Z_VRQQmmj0
Elliottii Residence Alam Asri;ChIJpw1oO7fxaS4Rm9lDyhNsE_A
Erian Jakarta Wahid Hasyim;ChIJIxatTyX0aS4RLFvdmzCEZQs
Everyday Smart Hotel Jakarta Mayestik;ChIJ2wOYQlvxaS4R8Z4HnzA1S-o
Everyday Smart Hotel Mangga Besar;ChIJU9sKFOL1aS4R07GmQenb60A
F Hotel Jakarta;ChIJRfJ0pG3xaS4R9Tc19gU9MgQ
Fairmont Jakarta;ChIJG_EnXEnxaS4R0gikKv_y6GM
Favehotel Gatot Subroto;ChIJ0yJpNP3zaS4R5r4fsXvnHSE
Favehotel Kelapa Gading;ChIJDw2ZNTL1aS4R1FDECbO6aBg
Favehotel LTC Glodok;ChIJAyDgygn2aS4RhhuG571dWgE
Favehotel Melawai;ChIJpwZ4uG7xaS4RxY_YiHwJZb8
Favehotel Pasar Baru;ChIJAyDgygn2aS4RhhuG571dWgE
Favehotel PGC Cililitan Jakarta;ChIJv4DEUv_yaS4R282z4bRajn4
Favehotel Pluit Junction;ChIJPyjif5Idai4REz18Z1y6olQ
Favehotel Puri Indah;ChIJ95OZlAv3aS4Rpsn1D7yKnlc
Favehotel Tanah Abang - Cideng;ChIJ55cKKnz2aS4Rx-CeruH7gWY
Favehotel Zainul Arifin;ChIJs-Tl6XX2aS4Rbl4W9zplOxU
Feodora Hotel Jakarta;ChIJAWCd8uP1aS4R58lgoW7_Xjc
Feodora Mangga Besar IV;ChIJAWCd8uP1aS4R58lgoW7_Xjc
Fits Hotel;ChIJE8jf8lDzaS4RNY9za5D36rM
FLAT06 Bed & Breakfast Hotel;ChIJ0X1Qb5nxaS4RxDS2DeM13Js
FLAT06. Tendean;ChIJL6QCid_zaS4Re4DerpLxarQ
Fontana Hotel Jakarta;ChIJUz0pbSDxaS4RW9ZPNlUnbmQ
Formule 1 Cikini;ChIJqdu1Kz_0aS4RwCOsYx4-oQo
Four Points by Sheraton Jakarta Thamrin;ChIJIQ90bCb0aS4Rc0LJfMu31ss
Four Seasons Gatot Subroto;ChIJZ1nBhqPzaS4Rz7bsXmwJS98
Fraser Residence Menteng Jakarta;ChIJ5UCRxjD0aS4R-WZVqzMAwRA
Fraser Residence Sudirman;ChIJhTGOjRz0aS4RaLoNZgcnmsc
Front One Boutique Hotel Taman Anggrek;ChIJs5z9ScX3aS4RQpQh3LnZp04
Fuxion Inn;ChIJ67L1mdD1aS4Rhm8WdO7W4xg
G7 Hotel;ChIJ8y9OIrn1aS4R1WMyGgV0AF0
G7 Hotel;ChIJ8y9OIrn1aS4R1WMyGgV0AF0
Gading Indah Hotel;ChIJ72auSsyKaS4RyY5z9i8ME9M
Golden Boutique Hotel - Angkasa;ChIJVRIppqX1aS4ROLgRPoGutxM
Golden Boutique Melawai;ChIJl7_NGGzxaS4RutdKXRAPy08
Golden Sky;ChIJgc2-cpQdai4R_5VRfWld3tQ
Golden Tulip Essential Tangerang;ChIJGTk49dj4aS4RHiYM-_o63Kw
Golden Tulip Passer Baroe;ChIJSZ_V-8T1aS4R9FlUE9O9mPk
Goodrich Suites Kemang by ARTOTEL;ChIJ3yCByWHxaS4R62pcRN6uru0
GP Mega Kuningan;ChIJHdIRQOXzaS4RIyg0TR5_o7U
Gran Melia Jakarta;ChIJZTtywAj0aS4R1wbbciuT7Xc
Grand Asia Jakarta;ChIJmXUCYqD3aS4RJ31RN3_G-ss
Grand Batik Inn;ChIJMcqQseX1aS4Re4dB1XcfKDs
Grand Cemara;ChIJsakRtzr0aS4RnEk1gHcrUr8
Grand Cempaka Hotel Jakarta;ChIJP7IRPwT1aS4RAQwsGitziI0
Grand Dafam Ancol;ChIJG3PRIAIfai4RS6bui7dMa_A
Grand G7 Hotel Pasar Baru;ChIJvWmEWsH1aS4RdhyJKtlhwyA
Grand Hyatt Jakarta;ChIJAw2NESH0aS4RfAgTLfW9Mo4
Grand Kasira by LARIZ;ChIJjVS1vf0OQi4RHpinC9kgSyo
Grand Kemang;ChIJqQJDCCaNaS4ROkwK1Ye7TIM
Grand Menteng;ChIJ6_P01WX0aS4RvTdmxFlSP-4
Grand Mercure Jakarta Harmony;ChIJsVaBPt_1aS4RHBDLxo3gMv8
Grand Mercure Jakarta Kemayoran;ChIJKWtQ-ZH1aS4RkmnmfQ6NKVY
Grand Orchardz Kemayoran;ChIJQzSfVez1aS4R2jrUvn4zgV0
Grand Paragon Hotel Jakarta;ChIJWaRkPAr2aS4RTXG3ZTkAyr0
Grand Picasso Hotel;ChIJnwdTM-j3aS4Ry1OqC5U-2NQ
Grand Sahid Jaya;ChIJ01U_SAL0aS4Rmq-F7Oyq-3Q
Grand Tjokro Jakarta;ChIJtY6ihE_2aS4RGGIlla1DXF4
Grand Tropic Suites;ChIJSwILTiT2aS4Rbqsd3ZBf3hk
